pcd_path,obj_token,frame_id,depth_path,expected_model_path,expected_obj_id
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000120_000003.ply,3,120,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000120.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000120_000004.ply,4,120,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000120.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000120_000005.ply,5,120,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000120.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000120_000006.ply,6,120,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000120.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000120_000007.ply,7,120,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000120.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000124_000000.ply,0,124,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000124.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000124_000001.ply,1,124,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000124.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000124_000002.ply,2,124,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000124.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000124_000003.ply,3,124,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000124.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000124_000004.ply,4,124,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000124.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000124_000005.ply,5,124,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000124.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000124_000006.ply,6,124,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000124.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000124_000007.ply,7,124,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000124.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000125_000000.ply,0,125,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000125.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000125_000001.ply,1,125,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000125.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000125_000002.ply,2,125,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000125.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000125_000003.ply,3,125,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000125.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000125_000004.ply,4,125,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000125.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000125_000005.ply,5,125,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000125.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000125_000006.ply,6,125,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000125.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000125_000007.ply,7,125,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000125.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000129_000000.ply,0,129,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000129.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000129_000001.ply,1,129,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000129.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000129_000002.ply,2,129,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000129.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000129_000003.ply,3,129,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000129.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000129_000004.ply,4,129,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000129.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000129_000005.ply,5,129,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000129.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000129_000006.ply,6,129,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000129.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000129_000007.ply,7,129,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000129.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000130_000000.ply,0,130,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000130.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000130_000001.ply,1,130,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000130.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000130_000002.ply,2,130,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000130.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000130_000003.ply,3,130,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000130.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000130_000004.ply,4,130,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000130.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000130_000005.ply,5,130,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000130.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000130_000006.ply,6,130,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000130.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000130_000007.ply,7,130,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000130.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000134_000000.ply,0,134,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000134.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000134_000001.ply,1,134,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000134.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000134_000002.ply,2,134,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000134.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000134_000003.ply,3,134,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000134.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000134_000004.ply,4,134,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000134.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000134_000005.ply,5,134,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000134.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000134_000006.ply,6,134,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000134.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000134_000007.ply,7,134,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000134.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000139_000000.ply,0,139,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000139.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000139_000001.ply,1,139,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000139.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000139_000002.ply,2,139,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000139.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000139_000003.ply,3,139,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000139.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000139_000004.ply,4,139,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000139.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000139_000005.ply,5,139,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000139.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000139_000006.ply,6,139,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000139.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000139_000007.ply,7,139,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000139.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000146_000000.ply,0,146,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000146.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000146_000001.ply,1,146,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000146.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000146_000002.ply,2,146,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000146.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000146_000003.ply,3,146,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000146.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000146_000004.ply,4,146,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000146.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000146_000005.ply,5,146,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000146.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000146_000006.ply,6,146,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000146.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000146_000007.ply,7,146,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000146.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000149_000000.ply,0,149,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000149.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000149_000001.ply,1,149,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000149.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000149_000002.ply,2,149,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000149.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000149_000003.ply,3,149,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000149.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000149_000004.ply,4,149,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000149.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000149_000005.ply,5,149,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000149.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000149_000006.ply,6,149,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000149.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000149_000007.ply,7,149,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000149.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000164_000000.ply,0,164,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000164.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000164_000001.ply,1,164,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000164.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000164_000002.ply,2,164,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000164.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000164_000003.ply,3,164,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000164.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000164_000004.ply,4,164,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000164.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000164_000005.ply,5,164,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000164.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000164_000006.ply,6,164,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000164.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000164_000007.ply,7,164,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000164.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000167_000000.ply,0,167,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000167.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000167_000001.ply,1,167,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000167.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000167_000002.ply,2,167,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000167.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000167_000003.ply,3,167,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000167.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000167_000004.ply,4,167,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000167.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000167_000005.ply,5,167,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000167.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000167_000006.ply,6,167,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000167.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000167_000007.ply,7,167,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000167.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000173_000000.ply,0,173,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000173.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000173_000001.ply,1,173,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000173.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000173_000002.ply,2,173,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000173.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000173_000003.ply,3,173,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000173.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000173_000004.ply,4,173,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000173.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000173_000005.ply,5,173,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000173.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000173_000006.ply,6,173,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000173.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000173_000007.ply,7,173,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000173.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000175_000000.ply,0,175,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000175.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000175_000001.ply,1,175,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000175.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000175_000002.ply,2,175,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000175.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
